Location,Hospital_Name,State,District,Pincode
No 122/2 Denkani Kota Main Road,Nepharolife Care India Pvt Ltd,Tamil Nadu,Krishnagiri,635109
"Massage Centre, Bangalore Bye Pass Road Opp: Traffic Police Station Hosur",Palakkad Ayurvedic Hospital,Tamil Nadu,Krishnagiri,635109
13/80 Tank Road Hosur Krishnagiri,Sbs Hospital Pvt Ltd,Tamil Nadu,Krishnagiri,635109
"80 Ft Road, Commercial Street,Vaishavi Nagar,Bangalore Road Check Post.",Srinivas Speciality Hospital,Tamil Nadu,Krishnagiri,635109
"No.20, Tank Street, Hosur",Surya Multispeciality Hospitals Ind Pvt Ltd,Tamil Nadu,Krishnagiri,635109
"7, Tank Street Hosur",Surya Nursing Home,Tamil Nadu,Krishnagiri,635109
"91, Hig Atc Hudco, Hosur",Thangam Nursing Home,Tamil Nadu,Krishnagiri,635109
Bangalore Bye Pass,Uma Kumar Hospital,Tamil Nadu,Krishnagiri,635109
"8O Ft Rd,Bangalore Bypass Road, Vaishnavi Nagar, Hosur",Vasan Eye Care Hospital,Tamil Nadu,Krishnagiri,635109
"76-S, Old Bangalore Road,,.",Velnath Maternity Home,Tamil Nadu,Krishnagiri,635109
76 R Old Bangalore Road Hosur,Vijay Hospital,Tamil Nadu,Krishnagiri,635109
"Denkanikottai Road, Mathigiri, Near Rto Office",Anantha Ashram Hospital,Tamil Nadu,Krishnagiri,635110
"Bye-Pass Road, Karimanglam, Dharmapuri",Dr. S. Susheela,Tamil Nadu,Krishnagiri,635111
"2/343, Behind Sbi Lal Sipcot, Hosur",Santhi Hospital,Tamil Nadu,Krishnagiri,635126
"12,Naakkirar Street,K.K.Nagar Madurai",Abhiram Hospital Childrens Hospital andVaccination C,Tamil Nadu,Madurai,625001
"Old No - 127,New No -,South Veli Street,Madhurai",Anand Elumalai Hospital,Tamil Nadu,Madurai,625001
"9,East Park Street.Singarayar",Andrews Hospital,Tamil Nadu,Madurai,625001
"7, Chairman Thusiram 1St Street, East Veli Street, Madurai",Ar Nursing Home,Tamil Nadu,Madurai,625001
"175,Vilachery Main Road, Muniyandipuram, Madurai",Avn Arogya Healthcare Ltd,Tamil Nadu,Madurai,625001
"No. 10 Pillayarpalayam Road,",Chandra Hospital,Tamil Nadu,Madurai,625001
"17-A, Kaja Street, Near Meenakshi Talkies, South Veli Street,",Devi Clinic and Nursing Home,Tamil Nadu,Madurai,625001
"60/28, Maninagaram Main Road, Madurai",Ganesh Nursing Home,Tamil Nadu,Madurai,625001
"75, East Marret Street, Madurai",Geetha Nursing Home,Tamil Nadu,Madurai,625001
"43A, Krishna Rao Tank Street 1/2 Km From Head Post Office",Harley Rram Nursing Home,Tamil Nadu,Madurai,625001
"41, East Marret Street, 4Th Lane,Madurai,.",Harshitha Hospital,Tamil Nadu,Madurai,625001
"105,106,107,South Veli Street,Madurai",Infant Jesus and Jesus Vineyard Hospitals,Tamil Nadu,Madurai,625001
"190,Alagar Nagar 4Th Street K.Pudur,Madurai",J.K.Hospital,Tamil Nadu,Madurai,625001
"100, Vakil New Street, Madurai",Karpagam Hospital,Tamil Nadu,Madurai,625001
"25, Seeni Asari Lane, Manjanakar Street, Madurai",Mahalakshmi Clinic and Nursing Home,Tamil Nadu,Madurai,625001
"32,West Avani Moola Street Madurai",Mohan Nursing Home,Tamil Nadu,Madurai,625001
"11, Krishna Rao Tank Street,Near Icici Bank Atm,Opposite George Oaks .",Muthu Hospital,Tamil Nadu,Madurai,625001
15 Old Murugan Talkies Madurai,P.R.G. Children Hospital,Tamil Nadu,Madurai,625001
"36-E, Kuruvikaran Salai, Madurai",Raghavendhar Hospital,Tamil Nadu,Madurai,625001
"229, South Marret Street South Gate, Madurai",Rajan Clinic,Tamil Nadu,Madurai,625001
"149, North Masi Street",S.S.Hospital,Tamil Nadu,Madurai,625001
"199, East Velli Street,Near Chinthamani Theatre,.",Saraswathi Eye Hospital and Research Centre,Tamil Nadu,Madurai,625001
"51, Chithrakara Street, Madurai",Selvam Hospital,Tamil Nadu,Madurai,625001
"5, Vanamamalai Nagar-By Pass Road, Madurai",Shivalee Clinic,Tamil Nadu,Madurai,625001
"No-15, Good Shed Street, Nearer From Railway Station/ Priyar Bus Stand - OppositeTo United India Gen.Ins",Sri Ram Chandra Eye Hospital,Tamil Nadu,Madurai,625001
"OppositeCourt Buildings, 482,K.K Nagar, Madurai",Taj Hospitaland Dheep Clinic,Tamil Nadu,Madurai,625001
"129, Cmh Compound,East Veli Street.",The Christian Mission Hospital,Tamil Nadu,Madurai,625001
"72, Vakkil New Street,Simmakkal Rountana.",V N Neuro Care Centre and Hospital,Tamil Nadu,Madurai,625001
"77-80,Chinna Kadal Street, Therkuvasal",Vadamalayan Hospitals,Tamil Nadu,Madurai,625001
"74A, Dhanaooa Mudali Street",Vinayagam Laser Hospital,Tamil Nadu,Madurai,625001
"No. 256, Good Shepherd Street",Vn Neuro Hospital and Vn Neuro Center,Tamil Nadu,Madurai,625001
"11C, Sonalyar Kovil Street Narimedu, Madurai",Akshayaa Hospitals,Tamil Nadu,Madurai,625002
"20,Gokhala Road Tallakilam Madurai",Booma Nursing Home,Tamil Nadu,Madurai,625002
"No5,Road,Chinna Chockikulam,C.P.M.1St Stop,Madurai-2",Fenn Hospital,Tamil Nadu,Madurai,625002
"202, Nethaji Main Road, B.B. Kulam, Madurai,",Karunai Hospital,Tamil Nadu,Madurai,625002
"(Siva Poly Clinic) 71,A Narimendu Main Road",S.L.Hospital,Tamil Nadu,Madurai,625002
"7-A, Maruthupandiar Nagar, 4Th Main Road, Narimedu, Madurai,",Saravana Hospitals,Tamil Nadu,Madurai,625002
No. 71 Narimedu Main Road Narimedu,Siva Polyclinic and S L Hospital,Tamil Nadu,Madurai,625002
"7-A Kalpalam Road Goripalayam, Madurai, Madurai,",Srinivasa Hi-Tech Multi Speciality Hospital,Tamil Nadu,Madurai,625002
"9-A, Vallabai Road, Chokkikulam, Madurai,",Vadamalayan Hospitals,Tamil Nadu,Madurai,625002
"23, West Stret, Andalpuram Madurai",Gangaa Hospital,Tamil Nadu,Madurai,625003
"54, Main Rd,,Palanganatham,.",L.P.Hospital,Tamil Nadu,Madurai,625003
"No.72, Tpk Road, Palangantham Opp To Kumaragam Kovil Madurai",Nithilaa Nursing Home,Tamil Nadu,Madurai,625003
"No. 41, Madukulam Main Road,Palanganatham,",Ns Hospital,Tamil Nadu,Madurai,625003
"6/A 36, Rajam Road Tvs Nagar Madurai",Visaka Poly Clinic,Tamil Nadu,Madurai,625003
"94, T.P.K. Road, Pykara, Madurai,",Guru Hospital Multispeciality Centre,Tamil Nadu,Madurai,625004
"93, Tpk Main Road, Pykara,.",Lakshmana Hospital,Tamil Nadu,Madurai,625004
"378-A, G.S.T. Road, Pasumalai, Madurai,",Rajah Hospitals,Tamil Nadu,Madurai,625004
21/152 Gst Road Tiruparankundram Tiruparankundram,Sri Lakshmi Hospital,Tamil Nadu,Madurai,625005
"272/1, Gst Road Harvipatti Bus Stop Tiruparakundrum Thirunagar","Vasan Eye Care Hospital - Thirunagar,Madurai",Tamil Nadu,Madurai,625005
"No.95, 2Nd Street, Harveypatty, Tirupparangkundram,",Vijay Nursing Home,Tamil Nadu,Madurai,625005
"No-277, Gst Main Road Thirunagar, Nr Harveypatti Bus Stop",Aditya Speciality Hospital,Tamil Nadu,Madurai,625006
"10 C, Pallotti Church Street, Thirunagar 5Th Stop Madurai",Anto Nursing Home,Tamil Nadu,Madurai,625006
"A-38, Thirunagar, Ramabadran Street, Thirunagar, Madurai",Jaya Hospital,Tamil Nadu,Madurai,625006
"13,Vinayagar Kovil Street,Thirunagar Madurai",Kanthimathi Nursing Home,Tamil Nadu,Madurai,625006
"Rrc 270 D, G. S. T Road, Thirunagar 2Nd Stop, Madurai",Manjarai Hospital,Tamil Nadu,Madurai,625006
"48, Bharathiyar Main Road, Jawaharpuram, K. Pudur,",Balaji Clinic,Tamil Nadu,Madurai,625007
"Door No. 75/1, Kodikulam Ist Street,Alagarkovil Main Road,Surveyor Colony.",Devadoss Multi Speciality Hospital,Tamil Nadu,Madurai,625007
"38, Singaravelar St,Matha Kovil Main Rd,.",Leonard Hospital,Tamil Nadu,Madurai,625007
"187-2 Alagar Koil Main Road,Near Ayyappan Temple,Kpudur.",Om Sakthi Hospital,Tamil Nadu,Madurai,625007
"115/5, 120 Feet Road Opp: Mattuthavani Bus Stand Madurai",Preethi Hospital,Tamil Nadu,Madurai,625007
"148, Alagar Koli Road, Madurai",Rajapriya Nursing Home,Tamil Nadu,Madurai,625007
"115,Alagarkoil Road,K. Pudur,Madhurai",Sri Kamakshi Subam Hospital,Tamil Nadu,Madurai,625007
"187/2, Alagar Kovil Main Road K.Pudur",Sri Omsakthi Clinic,Tamil Nadu,Madurai,625007
Moondrumavadi K.Pudur,St Mary Of Leuca Hospital,Tamil Nadu,Madurai,625007
"32A, Kuruvikkaran Salai",Advanced Trauma Center Avss Hospital,Tamil Nadu,Madurai,625009
"150/1, Kamarajar Salai, Near Teppakulam, Madurai, Madurai,",Anbu Hospital,Tamil Nadu,Madurai,625009
"185-186, Munichalai Road, Vethilai Pettai Bus Stop, Madurai",Arun Hospital,Tamil Nadu,Madurai,625009
"32 A, Kuruvikaarran Salai Madurai","Avss Hospitals, Advanced Trauma Center",Tamil Nadu,Madurai,625009
"77, Kamarajar Salai,Arasamaram Pillaiyar Koil.",Bhagavathi Hospitals Private Limited,Tamil Nadu,Madurai,625009
"No-46,C.M.R.Road",Bose,Tamil Nadu,Madurai,625009
"46, Cmr Road,Madurai",Guna Sundari Bose Hospital,Tamil Nadu,Madurai,625009
"258, Kamarajar Sali Madirai",Gunam Clinic and Nursing Home,Tamil Nadu,Madurai,625009
"43\1-A, Venkatapathy Lyengar Street, Kamarajar Salai, Madurai",Jeyan Hospital,Tamil Nadu,Madurai,625009
"No 678,Kamarajar Salai,Madurai",Kiruba Hospital and Kiruba Diabetess Centre,Tamil Nadu,Madurai,625009
"75, Munichalai Rd,,.",Krithika Hospital,Tamil Nadu,Madurai,625009
"48,Teppakulamanupanadi Main Road, Teppakulam,(Pandian Nagar Bus Stop)",Rajalakshmi E.N.T Nursing Home,Tamil Nadu,Madurai,625009
"No.10,Valluvar North Street,2Nd Main Road,Jaihindpuram.",Dr.Chidambaram Memorial Hospital,Tamil Nadu,Madurai,625011
"39/11/3A,Jeeva Nagar, 1St Street, Jaihindpuram, Madurai",Gowri Nurising Home,Tamil Nadu,Madurai,625011
"Plot No.16 - D, Third Avenue, Tnhb Colony, Opp To A.S. Kalyana Mahal, Villapuram Villapuram",Modern Multi Speciality Hospital,Tamil Nadu,Madurai,625011
"36-A, Valluvar North St,Jaihindpuram,.",Nandhini Nursing Home,Tamil Nadu,Madurai,625011
"25 &  2, Nehru Street, Jaihindpuram, Madurai",Nirmala Grace Nursing Home,Tamil Nadu,Madurai,625011
"34, A A Road,Sundarajapuram,Near Madura College.",Padmalaya Medical Centre Pvt Ltd,Tamil Nadu,Madurai,625011
"249/18,A.P.K.Main Road,Villapuram, 0452-2670100 25 Nhb Jm-1453 Madurai -",Ramanie Hospitals,Tamil Nadu,Madurai,625011
"No.5, Paramasivam Street Opposite Fatima College Madurai",Sakthi Hospital,Tamil Nadu,Madurai,625011
"33/22, Vasuki Street, Ganapathy Nagar, Villapuram, Madurai",Meenakshi Sugam Hospital,Tamil Nadu,Madurai,625012
"43Ii, Karunanidhi St., Meenakshi Nagar, (Opposite To Jayamani Petrol Bunk), Villapuram",O.R.V. Clinic,Tamil Nadu,Madurai,625012
"Kamarajar Street, Opposite Vetri Theatre, Villapuram, Madurai,",Saroja Poly Clinic,Tamil Nadu,Madurai,625012
"26,Main Road,Krishnapuram Colony, Madurai-",Amba Hospital,Tamil Nadu,Madurai,625014
"249, New Natham Rd,Iyyer Bungalow,Next To Meenakshi Shopping Complex.",Bgm Hospital,Tamil Nadu,Madurai,625014
"2/150 New Natham Road, Iyer Bungalow",Indira Hospital,Tamil Nadu,Madurai,625014
"1/1A, New Natham Road Madurai",Neuroscience Hospital,Tamil Nadu,Madurai,625014
"2/294, Pillaiyar Kovil Street Bank Colony, Narayanapuram",Ponni Hospitals,Tamil Nadu,Madurai,625014
"21, P&T Main Road Viswanathapuram Madurai",Ss Hospital,Tamil Nadu,Madurai,625014
43 Shanmugam Pillai 2Nd Strret Alagarady Madurai,Avvai Janaki Nursing Home,Tamil Nadu,Madurai,625016
"26, Theni Main Road, ArasaradiNear Kalavasal Signal",Devaki Cancer Institute - Madurai,Tamil Nadu,Madurai,625016
"61 Plot No.1, Dd Main Road, Arapalayam, Madurai Near Arapalayam Bus Stand, Madurai",Dr.Agarwal's Eye Hospital - Madurai,Tamil Nadu,Madurai,625016
"1, Suresh Street, Nataraj Nagar, Fenner Gate Opp, Madurai",G.V.Hospitals,Tamil Nadu,Madurai,625016
"8,Kennet Road,Madurai",Grace Kennet Foundation Hospital,Tamil Nadu,Madurai,625016
"No:18, 1St Street,Arasaradi,Arasaradi Eb Office.",Janet Hospitals,Tamil Nadu,Madurai,625016
"No. 13, Theni Main Road, Arasaradi",Jebam Hospital,Tamil Nadu,Madurai,625016
"32, Sarvodaya Main Road, Ellis Nagar",Quality Care Hospital,Tamil Nadu,Madurai,625016
"146,Arappalayam Main Road,Near Arappalayam Bus Stand.",Santhya Hospitals,Tamil Nadu,Madurai,625016
"Nagunagar Second Street, Pethaniapuram,",Sri Devi Hospital,Tamil Nadu,Madurai,625016
"48A, Pandian Nagar West, Near Thangam Motors, Opposite Mappillai Vinayagar Theatre, Bye Pass Road",Sri E N T Hospital,Tamil Nadu,Madurai,625016
"210-A By-Pass Road,Bethaniapuram.",Sri Lakshmi Hospital,Tamil Nadu,Madurai,625016
"No.80,Pp,Madurai",Sri Valliyammal Nursing Home,Tamil Nadu,Madurai,625016
"164, Bye Pass Road, Behind Av Mahal, Madhuri",Srinivasa Hospital,Tamil Nadu,Madurai,625016
"15, A.A Road,M Arapalayam, Madurai",Thembavani Hospital,Tamil Nadu,Madurai,625016
"No-1, P.P.Chavadi Theni Main Road",Vijaya Hospital,Tamil Nadu,Madurai,625016
"No-1, Venkatachalapathy Street Jayaraj Nagar",Suham Speciality Hospital,Tamil Nadu,Madurai,625018
"609, K.K. Nagar,.",A.R. Hospital (P) Ltd,Tamil Nadu,Madurai,625020
"No.11,Subburam Street,Gandhi Nagar, Madurai-",Ahana Hospitals,Tamil Nadu,Madurai,625020
"461- A, Anna Nagar,.",Anita Nursing Home,Tamil Nadu,Madurai,625020
"337,Mig,80 Feet Road,Anna Nagar",Anu Nursing Home,Tamil Nadu,Madurai,625020
"Lake View Road, K.K. Nagar, Madurai,",Apollo Speciality Hospitals,Tamil Nadu,Madurai,625020
"1, Anna Nagar, Madurai",Aravind Eye Hospital,Tamil Nadu,Madurai,625020
"42-A, Kuruvikaran Salai,Anna Bus Stand,Madurai",Arthur Ashirvatham Hospital,Tamil Nadu,Madurai,625020
"1, Anna Nagar, Madurai",Arvindeye Hospital,Tamil Nadu,Madurai,625020
"22, Rajaji St,Gandhi Nagar, Yerramulekapally,Near Bus Stand.",Asirvatham Speciality Hospital,Tamil Nadu,Madurai,625020
"107-A/1, Vaigal Colony, Near Ambika Theatre, Anna Nagar, Madurai",Balaji Hospital,Tamil Nadu,Madurai,625020
"484-B,K.K. Nagar.",Chenthil Nursing Home,Tamil Nadu,Madurai,625020
"37/1, Sivaganga Roadm (Opposite To Aavin Milk Project)K.K.Nagar, Madurai",Crescent Hospitals,Tamil Nadu,Madurai,625020
"2, Dr.Sathar Road,Near Aravind Hospital,Annanagar.",Dr.Sathar Eye Hospital,Tamil Nadu,Madurai,625020
"No. 2/183/2, 2Nd Main Road,Gomathipuram,Sivagangai Main Road,",Golden Hospital,Tamil Nadu,Madurai,625020
"157/5, Vivekanandhar Main Road, Thasildar Nagar, Madurai",Habiba Speciality Hospiatl,Tamil Nadu,Madurai,625020
"134, Lake View Road, K.K.Nagar, Near Nagappa Motors",Hannah Joseph Hospital,Tamil Nadu,Madurai,625020
"No.4,East Marret Street,4Th Lane,Madurai-1",Harshitha Hospitals(P)Ltd,Tamil Nadu,Madurai,625020
"P.B. No.131, 14, K.K. Nagar Main Road, Madurai,",Jawahar Hospital,Tamil Nadu,Madurai,625020
"147 Aana Nagar, Madurai",Karthik Hospital,Tamil Nadu,Madurai,625020
"34, Sivagangai Road, (Opp To Milk Project),.",Madurai City Hospital,Tamil Nadu,Madurai,625020
Plot No-629 K K Nagar Madhurai,Madurai Institute Of Orthopaedics And Traumatology,Tamil Nadu,Madurai,625020
"6/6, B-2, Sivagangai Road,Near Aavin Mil Diary,Near Anna Bus Stand.",Madurai Kidney Centre and Transplantation Research Institute,Tamil Nadu,Madurai,625020
"No.22,Sivagangai Road,Sathamangalam,Near Anna Bus Stop.",Mithraa Hospital,Tamil Nadu,Madurai,625020
"11-A, Vinayaga Nagar, Opposite District Court, K K Nagar,",Mohan's Medicity Hospital,Tamil Nadu,Madurai,625020
"11Lakeview Road, Opp Sundaram Theatre, K K Nagar,",Neomed Hospital - Madhurai,Tamil Nadu,Madurai,625020
"Jawahar St,Gandhi Nagar,.",Ohm Sai Hospital,Tamil Nadu,Madurai,625020
"310, M.I.G. Colony,Anna Nagar,Suguna Stores Bus Stop.",Osho Maternity and Surgical Centre,Tamil Nadu,Madurai,625020
"36/1, Sivagangai Road",P A M C Hospital,Tamil Nadu,Madurai,625020
"36/1, Sivagangai Road, K.K.Nagar, Near Aavin Milk Diary",Pandian Advanced Medical Center(Pamc),Tamil Nadu,Madurai,625020
"No-345,80 Feet Road,Anna Nagar,Madurai-20",R.R Hospital,Tamil Nadu,Madurai,625020
"47, Anna Nagar Masdurai",Rajeev Hospital,Tamil Nadu,Madurai,625020
"Plot No. 130, Anna Nagar, Near Ambiga College, Alamaram Bus Stop, Madurai",Raksha Hospital,Tamil Nadu,Madurai,625020
"6Th Main Road, 2/667-2, Malligai Street,Near E.B. Office,Gomathipuram.",Shastha Dialysis Center,Tamil Nadu,Madurai,625020
"15 & 16, North Cross Street, Annanagar, Madurai,",Shenbagam Hospitals Pvt. Ltd,Tamil Nadu,Madurai,625020
Hig 34 80 Feet Road Anna Nagar,Sp Hospital,Tamil Nadu,Madurai,625020
"294-1/2, 6 Th Main Road, Gomathiduram",Sri Haran Hospital,Tamil Nadu,Madurai,625020
"11, Sivagangai Road, Near Anna Bus Stand, Madhuri",Sri Harsha Ent Centre,Tamil Nadu,Madurai,625020
"Park Area,Lake View Road,K.K Nagar,Madurai",Sugapriya Hospital,Tamil Nadu,Madurai,625020
"334, A,Anna Nagar.",Sumathi Hospital And Institute Of Super Specialities,Tamil Nadu,Madurai,625020
"484-B, K.K.Nagar Madhurai",The Institute Of Orthopaedic Research and Accident Surgery,Tamil Nadu,Madurai,625020
"342, 80 Feet Road, Anna Nagar, Madurai",Vasan Eye Care Hospital,Tamil Nadu,Madurai,625020
"No 30,Kakkan Street,Shenoy Nagar,Madurai",Venkateswara Hospital,Tamil Nadu,Madurai,625020
"9 & 10, West Main Road, Korovikaran Salai,",Vikram Hospital and New Vikram Hospital,Tamil Nadu,Madurai,625020
"Service Clinic, Channel Road, Mellur",Dr Raos Services Hospital,Tamil Nadu,Madurai,625106
"No.72/128, A.V.A.R. Plaza Ponmeniputur Bypass-Road Madurai, Madurai Ss Colony,",Vasan Eye Care Hospital.,Tamil Nadu,Madurai,625106
Lake Area Melur Road,Doshi Eye Clinic,Tamil Nadu,Madurai,625107
"Lake Area, Melur Road, Madurai, Madurai,",Meenakshi Mission Hospital And Research Centre,Tamil Nadu,Madurai,625107
"12/54, A2G, T.B. Road",Devi Priya Hospital,Tamil Nadu,Madurai,625532
"Peraiyur Rd,,.",Poobhathiammal Hospital,Tamil Nadu,Madurai,625532
"307/A1, Peraiyur Road, Usilampati",Ravi Nursing Home,Tamil Nadu,Madurai,625532
Old Post Office St,S.K.V.Hospital,Tamil Nadu,Madurai,625532
Usilampatti,Vinayagam Nursing Home,Tamil Nadu,Madurai,625532
Cinnemani Street Behind Bus Stand Thirumangalam,Skg Hospital,Tamil Nadu,Madurai,625706
"47, Chinnamani Street, Jawahar Nagar",Subam Hospital,Tamil Nadu,Madurai,625706
"8, Jawahar 1St Street Thirumangalam",Suma Hospital,Tamil Nadu,Madurai,625706
Pioneer Colony Thirumangalm,Vigneshwar Hospital,Tamil Nadu,Madurai,625706
"19, Avayambalpuram, Mayiladuthurai",Aarthi Hospital,Tamil Nadu,Nagapattinam,609001
"Pattamangala Street, Mayiladuthurai",Arun Priya Nursing Home,Tamil Nadu,Nagapattinam,609001
"Mayiladuthurai,",Dr. Srinivasan Hospital,Tamil Nadu,Nagapattinam,609001
"75,No. 1 Road,Mayiladuthurai",G.D Hospital,Tamil Nadu,Nagapattinam,609001
"2-A, Town Extn. Road,",G.V.Hospital,Tamil Nadu,Nagapattinam,609001
"25C, Rr Complex, Town Extension,",Guhan Hospital,Tamil Nadu,Nagapattinam,609001
Sembanarkovil,Jayam Diabeteic Center,Tamil Nadu,Nagapattinam,609001
"8, Pattamangala Street, Mayiladuthurai",Krishna Hospital,Tamil Nadu,Nagapattinam,609001
"Mettu Street, Mayiladuthurai",Lourdes Hospital,Tamil Nadu,Nagapattinam,609001
"Mayiladuthurai,",M.J.Hospital,Tamil Nadu,Nagapattinam,609001
Mahadna Street Mayiladuthurai - 1,Ram Bone and Joint Hospital,Tamil Nadu,Nagapattinam,609001
Opp To R.T.O Office Srinivasapuram Mayiladuthurai,Saravanan Eye Hospital,Tamil Nadu,Nagapattinam,609001
"4 Narayana Pillai Street,Mayiladuthurai",Shanthi Nursing Home,Tamil Nadu,Nagapattinam,609001
"No.14, Katcheri Road",Srividya Hospital,Tamil Nadu,Nagapattinam,609001
Mayiladuthurai,Swathi Hospital,Tamil Nadu,Nagapattinam,609001
"Main Road,.",Vishnu Hospital,Tamil Nadu,Nagapattinam,609102
"22, Railway Feeder Rd,Kollidam.",Vijay Nursing Home and Poly Clinic,Tamil Nadu,Nagapattinam,609110
"Sembanar Kovil,",V.V.Hospital,Tamil Nadu,Nagapattinam,609309
Vandampalal Kangalancherry,Lions Eye Hospital,Tamil Nadu,Nagapattinam,610101
"54, Neela East Street, Nagapattnam",Arthurs Hospital,Tamil Nadu,Nagapattinam,611001
"20, Naganathar Sannathi,",Dr.Ansari Hospital,Tamil Nadu,Nagapattinam,611001
"12, Sattaiyappar East St",Pentagon Hospitals,Tamil Nadu,Nagapattinam,611001
"83, Neela South St",Srinivasan Hospital,Tamil Nadu,Nagapattinam,611001
"25, Neela West St",V.P.N. Eye Hospital,Tamil Nadu,Nagapattinam,611001
"434, Public Road, Nagore,",A J Hospital,Tamil Nadu,Nagapattinam,611002
"3/134, Main Road Puthur Nagapattinam",Nagai Hospitals,Tamil Nadu,Nagapattinam,611106
"Mirudhu 55-B,Gandhi Salai,Rasipuram",Aravind Hospital,Tamil Nadu,Namakkal,637001
17 Rangar Sannathi Street,Arvinth Hospital,Tamil Nadu,Namakkal,637001
"Jettikula Street,Kottai Road",Balaji Hospital,Tamil Nadu,Namakkal,637001
"No-452, 454 Salem Main Road",Bharathi Hospital,Tamil Nadu,Namakkal,637001
"48, Fort Main Road,",Chandra Nursing Home,Tamil Nadu,Namakkal,637001
"4A,Dr. Sankaran Road.",Chellam Hospitals,Tamil Nadu,Namakkal,637001
Mohanur Road,Cm Hospital,Tamil Nadu,Namakkal,637001
"31.A, Mohanpur Road,",Deephti Hospital,Tamil Nadu,Namakkal,637001
"21, Fort Main Rd,,.",Kumaran Ploy Clinic,Tamil Nadu,Namakkal,637001
"63-A, Thuraiyur Road",Latha Eye Hospital,Tamil Nadu,Namakkal,637001
"69 / 12-A, Trpchy Main Road,",M M Hospital,Tamil Nadu,Namakkal,637001
"78-C, Mohanur Main Road, Near Ayyappan Kovil",Maharaja Speciality Hospital,Tamil Nadu,Namakkal,637001
"123, Salem Road,Opposite Pandian Hotel.",Maruthi Hospital,Tamil Nadu,Namakkal,637001
"743/A-1, A-2, M.N.R Vazhagam Salem Raod",Nila Hospital,Tamil Nadu,Namakkal,637001
"11A, Mohanur Road, OppositeSouth School",R.K.Hospital,Tamil Nadu,Namakkal,637001
"6/920, Nethagi Nagar, Tricchy Road,",Sakti Hospital,Tamil Nadu,Namakkal,637001
"60/65, Rangar Sannathi Street",Shanthi Hospitals,Tamil Nadu,Namakkal,637001
"94-A, Kuttai Mela St,R.P.Pudur,.",Sri Nidhi Hospital,Tamil Nadu,Namakkal,637001
No-145 Thuraiyur Road,Sri Ram Nursing Home,Tamil Nadu,Namakkal,637001
"No 106-B, Sivananam Street, Ganesha Puram",Vasan Eye Care Hospital,Tamil Nadu,Namakkal,637001
"2/43-Prp Complex, Pusuchatram,",Atmans Hospital,Tamil Nadu,Namakkal,637018
"262, High School Rd,OppositeKanar Hr.Sec.School,Paramathi Velur (Tk).",Indira Hospital,Tamil Nadu,Namakkal,637207
"Erode Road, Old R.V.R.Bunk, Tiruchengode",Dr.Mrs.G.Suguna,Tamil Nadu,Namakkal,637211
"57, South Car Street, Tiruchengode",Kongu Nursing Home,Tamil Nadu,Namakkal,637211
"100/1, Opp T.C.M.S. Petrol Bunk,Vellore Road",Krishna Hospital,Tamil Nadu,Namakkal,637211
"Sankari Main Road, Tiruchengode",Jayaa Hospital,Tamil Nadu,Namakkal,637213
",West Muniappan Koil Street, (Opposite Siddhartha Lodge ),Anangoor Road, Tiruchengode",Tirukumaran Hospitals,Tamil Nadu,Namakkal,637213
"30, Theradi Street,.",M.R. Hospital,Tamil Nadu,Namakkal,637408
"418, Anna Salai, Rasipuram",Manickkam Hospital,Tamil Nadu,Namakkal,637408
"8/1, Bharathidasan Salai",R J Hospital,Tamil Nadu,Namakkal,637408
